Employee_ID,Base_Salary,Bonus,Stock_Options,Total_Compensation
E18066,149123,6533,13166,168822
E18067,82171,2504,3500,88175
E18068,118418,29324,8944,156686
E18069,70991,6281,933,78205
E18070,76878,3224,1394,81496
E18071,82850,7955,3988,94793
E18072,76021,6470,2268,84759
E18073,109425,5323,3826,118574
E18074,102605,7632,4982,115219
E18075,136031,19189,20260,175480
E18076,147398,22742,7664,177804
E18077,128896,22668,6527,158091
E18078,129683,11603,3756,145042
E18079,111662,13277,3135,128074
E18080,88852,9516,1679,100047
E18081,80251,11038,1682,92971
E18082,90850,3790,13495,108135
E18083,183244,11879,21827,216950
E18084,137115,13278,21800,172193
E18085,89543,6751,449,96743
E18086,126014,19326,5704,151044
E18087,107190,16674,9893,133757
E18088,118888,6810,260,125958
E18089,148099,22068,22011,192178
E18090,112959,13204,15037,141200
E18091,102926,3157,6078,112161
E18092,74867,6601,493,81961
E18093,81371,6100,1168,88639
E18094,109908,13126,3095,126129
E18095,90181,9101,4472,103754
E18096,61980,2551,2077,66608
E18097,185939,20989,29748,236676
E18098,85482,2799,8979,97260
E18099,65574,4740,2893,73207
E18100,80502,3899,3520,87921
E18101,216777,20535,15503,252815
E18102,133506,15388,9867,158761
E18103,79342,4638,1061,85041
E18104,154532,11058,21491,187081
E18105,136641,17670,14540,168851
E18106,132473,17279,8673,158425
E18107,229136,21354,33042,283532
E18108,97540,4425,736,102701
E18109,101206,5989,2544,109739
E18110,118685,4424,8859,131968
E18111,94664,9939,854,105457
E18112,72502,8313,2701,83516
E18113,124707,12824,11611,149142
E18114,115466,16595,6385,138446
E18115,87440,9944,3307,100691
E18116,71318,8573,2053,81944
E18117,112483,7819,4931,125233
E18118,66711,9644,3105,79460
E18119,142090,10402,24924,177416
E18120,80296,5575,3707,89578
E18121,215399,40203,8614,264216
E18122,148659,12528,6412,167599
E18123,192093,31293,26511,249897
E18124,143864,11985,12090,167939
E18125,63011,11712,268,74991
E18126,180814,29185,17745,227744
E18127,89702,3622,8858,102182
E18128,116104,17204,10391,143699
E18129,104241,5101,16861,126203
E18130,84837,11012,6113,101962
E18131,165486,13977,12900,192363
E18132,121874,14238,7546,143658
E18133,93936,15900,1948,111784
E18134,59484,5555,617,65656
E18135,122659,16788,10323,149770
E18136,131277,13610,19462,164349
E18137,85121,8955,2329,96405
E18138,146973,20481,12854,180308
E18139,63933,3704,1412,69049
E18140,68808,15969,964,85741
E18141,176036,20242,30947,227225
E18142,112895,10986,4994,128875
E18143,86941,6985,3720,97646
E18144,66683,2507,2211,71401
E18145,77706,7856,5479,91041
E18146,140171,23094,8685,171950
E18147,91747,14918,2190,108855
E18148,129452,16681,6456,152589
E18149,88806,16057,4117,108980
E18150,140377,24418,2948,167743
E18151,67595,3354,2038,72987
E18152,94567,10634,10574,115775
E18153,190031,28109,32444,250584
E18154,80229,11642,6959,98830
E18155,137136,14440,16405,167981
E18156,140840,12802,10416,164058
E18157,100885,4126,1031,106042
E18158,105813,6407,3830,116050
E18159,96867,6163,3986,107016
E18160,108322,9802,11372,129496
E18161,58138,8751,2866,69755
E18162,171589,23275,12901,207765
E18163,55525,3664,1825,61014
E18164,77275,8412,465,86152
E18165,77574,6201,2728,86503
E18166,116696,26090,7918,150704
E18167,135882,23468,23316,182666
E18168,77026,5242,2305,84573
E18169,85260,9300,3119,97679
E18170,212046,24852,29005,265903
E18171,107135,4012,19899,131046
E18172,271913,31281,45914,349108
E18173,97687,7382,836,105905
E18174,118591,15521,3258,137370
E18175,170551,16680,16496,203727
E18176,141310,20850,11259,173419
E18177,74121,8531,3066,85718
E18178,84897,6315,3822,95034
E18179,156653,13659,18805,189117
E18180,125016,10370,22642,158028
E18181,123816,13375,8617,145808
E18182,152887,25390,15417,193694
E18183,134878,5378,13652,153908
E18184,87213,6991,1994,96198
E18185,138949,16698,4861,160508
E18186,95703,9107,15246,120056
E18187,90227,19696,5144,115067
E18188,60094,9413,4070,73577
E18189,56729,3358,1745,61832
E18190,94772,21914,999,117685
E18191,146337,24724,27654,198715
E18192,94449,9805,661,104915
E18193,100094,21075,2028,123197
E18194,143391,15156,12839,171386
E18195,78432,7000,1987,87419
E18196,138522,33885,4630,177037
E18197,178853,25577,14643,219073
E18198,69517,8674,729,78920
E18199,143699,14120,13845,171664
E18200,188027,23139,29420,240586
E18201,120409,11409,21470,153288
E18202,61281,2613,1680,65574
E18203,91086,9061,5854,106001
E18204,82198,3037,4006,89241
E18205,79788,3597,467,83852
E18206,108904,14486,7239,130629
E18207,138745,18849,8354,165948
E18208,124209,8069,24659,156937
E18209,81491,9296,2570,93357
E18210,90122,3989,5626,99737
E18211,232180,30646,21571,284397
E18212,159191,14835,14531,188557
E18213,157503,15057,9801,182361
E18214,155797,13948,6533,176278
E18215,75611,3563,1909,81083
E18216,68988,7509,3389,79886
E18217,77630,6057,809,84496
E18218,82379,20461,6870,109710
E18219,105968,13021,5026,124015
E18220,83591,3090,39,86720
E18221,142329,12466,23815,178610
E18222,171007,19526,21116,211649
E18223,175867,15457,21453,212777
E18224,164015,18650,12120,194785
E18225,120857,19049,8707,148613
E18226,80910,7526,2655,91091
E18227,86345,16621,3976,106942
E18228,150924,17444,20687,189055
E18229,167617,24975,15122,207714
E18230,105614,12067,9658,127339
E18231,155229,19441,17188,191858
E18232,101968,10867,1189,114024
E18233,90560,3681,5546,99787
E18234,102881,7091,4412,114384
E18235,163558,6260,12236,182054
E18236,65081,2179,1032,68292
E18237,81812,9568,3321,94701
E18238,119592,9642,20034,149268
E18239,99263,11707,2156,113126
E18240,133129,14285,20508,167922
E18241,104312,12379,1244,117935
E18242,93559,10677,4350,108586
E18243,141296,23727,27235,192258
E18244,69411,6607,3270,79288
E18245,90470,19017,6319,115806
E18246,144989,25267,3729,173985
E18247,81518,9613,11578,102709
E18248,92943,10685,1960,105588
E18249,57327,4213,1133,62673
E18250,98917,10775,5361,115053
E18251,59860,4545,2616,67021
E18252,64849,8847,5747,79443
E18253,124543,20226,12277,157046
E18254,77516,8117,3789,89422
E18255,113532,11824,771,126127
E18256,180163,29338,31578,241079
E18257,81009,13289,2518,96816
E18258,82962,11038,4883,98883
E18259,83451,4402,4020,91873
E18260,100326,7194,13791,121311
E18261,206028,36276,36067,278371
E18262,217322,35132,18436,270890
E18263,82537,5170,133,87840
E18264,110089,9574,8992,128655
E18265,140952,7443,27944,176339
E18266,109773,5340,14731,129844
E18267,73832,4990,3108,81930
E18268,143344,18028,10722,172094
E18269,71950,5751,556,78257
E18270,151705,18581,4414,174700
E18271,74038,8939,1797,84774
E18272,139862,13013,26758,179633
E18273,155134,23596,10853,189583
E18274,89049,9808,2235,101092
E18275,58464,5501,2221,66186
E18276,78891,3909,311,83111
E18277,71667,6426,1458,79551
E18278,153997,27355,9683,191035
E18279,95462,10187,523,106172
E18280,84324,5822,12516,102662
E18281,96198,19664,7609,123471
E18282,72572,5923,5164,83659
E18283,135647,13822,8291,157760
E18284,97385,15568,32,112985
E18285,121349,14692,10179,146220
E18286,157572,26447,19459,203478
E18287,100689,18014,6566,125269
E18288,252760,31717,47025,331502
E18289,157675,10268,21109,189052
E18290,85911,8002,3461,97374
E18291,135182,13979,7544,156705
E18292,83481,3555,2024,89060
E18293,155451,9511,23669,188631
E18294,211752,32765,21760,266277
E18295,123796,3958,21784,149538
E18296,87292,9465,11380,108137
E18297,149149,22710,9494,181353
E18298,76896,4858,2921,84675
E18299,106704,8246,6648,121598
E18300,87257,3473,15987,106717
E18301,217993,34421,17258,269672
E18302,148167,32188,6908,187263
E18303,116409,7454,534,124397
E18304,116612,6234,14071,136917
E18305,96482,7971,9719,114172
E18306,139774,8253,11519,159546
E18307,123058,18510,9413,150981
E18308,129892,26874,4051,160817
E18309,81260,9594,258,91112
E18310,83640,5164,900,89704
E18311,63832,2236,13,66081
E18312,73835,17184,303,91322
E18313,173791,5363,33891,213045
E18314,160635,20039,8377,189051
E18315,110040,11634,10285,131959
E18316,138663,22401,7206,168270
E18317,113221,11033,18892,143146
E18318,93836,8511,3281,105628
E18319,156511,21311,11634,189456
E18320,82148,5452,1922,89522
E18321,223999,32804,15287,272090
E18322,137251,12125,7203,156579
E18323,127100,13628,11741,152469
E18324,91536,6489,2825,100850
E18325,135756,11596,21955,169307
E18326,91391,5017,17096,113504
E18327,131699,15473,7531,154703
E18328,91732,11479,7288,110499
E18329,213107,21011,14722,248840
E18330,99955,4429,4340,108724
E18331,109513,6022,3557,119092
E18332,124854,19635,11508,155997
E18333,152824,16932,10613,180369
E18334,56965,2131,1379,60475
E18335,125194,8793,15512,149499
E18336,106799,10833,8469,126101
E18337,122253,21039,11931,155223
E18338,85202,5416,56,90674
E18339,73566,4294,2392,80252
E18340,194044,24223,10890,229157
E18341,200351,16603,22705,239659
E18342,77417,6022,3288,86727
E18343,132245,15712,17770,165727
E18344,85117,9730,7489,102336
E18345,55113,6292,1769,63174
E18346,91415,3745,4139,99299
E18347,124200,10321,20967,155488
E18348,137268,13307,21776,172351
E18349,109194,18336,8681,136211
E18350,141608,21594,9245,172447
E18351,172271,28856,30561,231688
E18352,167886,15499,20123,203508
E18353,88938,8051,5326,102315
E18354,82316,6385,3085,91786
E18355,95888,7585,15412,118885
E18356,121057,26323,3731,151111
E18357,80905,15041,1011,96957
E18358,102876,7094,1261,111231
E18359,147446,22229,20473,190148
E18360,204487,23875,27344,255706
E18361,145049,24798,9846,179693
E18362,139833,15737,16199,171769
E18363,128841,20361,2832,152034
E18364,87977,10221,691,98889
E18365,87586,4463,302,92351
E18366,94571,3925,2335,100831
E18367,69830,5089,218,75137
E18368,95456,6695,18393,120544
E18369,71845,5698,2250,79793
E18370,134349,4417,22270,161036
E18371,168438,16951,18828,204217
E18372,140769,22560,13506,176835
E18373,83573,9698,6853,100124
E18374,137511,23605,6193,167309
E18375,109200,8867,661,118728
E18376,78194,2496,1798,82488
E18377,143275,16911,18993,179179
E18378,160841,23733,10058,194632
E18379,95752,6052,4502,106306
E18380,76648,8581,2661,87890
E18381,92607,10096,2154,104857
E18382,131230,19488,20584,171302
E18383,116466,3601,2025,122092
E18384,118737,3600,20172,142509
E18385,63295,8022,2791,74108
E18386,96842,9551,4586,110979
E18387,97975,16018,2227,116220
E18388,82415,11020,1193,94628
E18389,90450,3354,748,94552
E18390,142594,9756,21391,173741
E18391,92340,10490,1180,104010
E18392,137721,10633,16436,164790
E18393,68337,10476,5660,84473
E18394,89800,8420,3820,102040
E18395,98048,10479,13796,122323
E18396,131089,23389,7355,161833
E18397,84331,9970,268,94569
E18398,61279,4817,2259,68355
E18399,91687,5502,14362,111551
E18400,100353,15938,3901,120192
E18401,106594,16016,8350,130960
E18402,61853,9796,2381,74030
E18403,92086,5249,3108,100443
E18404,70715,5833,521,77069
E18405,73673,3438,3361,80472
E18406,105390,5244,11562,122196
E18407,108045,6832,15174,130051
E18408,96542,19943,3527,120012
E18409,100785,11132,8888,120805
E18410,82528,4916,3995,91439
E18411,115058,18399,5109,138566
E18412,87151,14932,3168,105251
E18413,169967,38412,10698,219077
E18414,76589,3572,3668,83829
E18415,121251,8633,19943,149827
E18416,153877,14355,30400,198632
E18417,87716,8254,15905,111875
E18418,103255,12358,7736,123349
E18419,112208,7613,1036,120857
E18420,167580,23081,30513,221174
E18421,174828,25839,11973,212640
E18422,188121,20885,10560,219566
E18423,108987,21439,6544,136970
E18424,201034,26381,39119,266534
E18425,99515,3326,5141,107982
E18426,92634,10091,3475,106200
E18427,140622,6742,23106,170470
E18428,92845,10729,2565,106139
E18429,70938,15189,3427,89554
E18430,197108,11497,24507,233112
E18431,151062,23617,23760,198439
E18432,98208,7346,2094,107648
E18433,131839,6439,12855,151133
E18434,121711,19194,16491,157396
E18435,94491,14383,8634,117508
E18436,91209,9614,2919,103742
E18437,115037,17658,8311,141006
E18438,188741,27718,18401,234860
E18439,152627,17941,5912,176480
E18440,113084,16164,7943,137191
E18441,74696,9168,545,84409
E18442,160439,22265,18767,201471
E18443,68611,3124,857,72592
E18444,134982,12322,10321,157625
E18445,171962,17210,22402,211574
E18446,79566,3256,399,83221
E18447,102654,4223,2874,109751
E18448,104331,11424,14631,130386
E18449,239531,40699,22420,302650
E18450,122712,11789,12227,146728
E18451,64586,6485,2825,73896
E18452,100026,6242,6679,112947
E18453,78941,6233,3821,88995
E18454,80023,8268,856,89147
E18455,106484,13727,4189,124400
E18456,84024,8094,9130,101248
E18457,68124,4640,3229,75993
E18458,122940,14092,11271,148303
E18459,50476,5361,1884,57721
E18460,172936,25923,14453,213312
E18461,99123,12644,6119,117886
E18462,81922,7440,7569,96931
E18463,81746,14427,520,96693
E18464,108298,9153,14220,131671
E18465,55591,3622,2283,61496
E18466,70816,13951,2018,86785
E18467,66015,4603,2689,73307
E18468,117535,14413,3922,135870
E18469,145370,23753,3356,172479
E18470,114256,12267,15288,141811
E18471,79692,16668,2778,99138
E18472,93675,15784,6039,115498
E18473,70465,6165,1282,77912
E18474,176015,28580,27882,232477
E18475,197222,24771,37381,259374
E18476,109429,11598,3118,124145
E18477,98131,4508,7414,110053
E18478,73010,6086,1903,80999
E18479,110298,12795,8830,131923
E18480,51093,1989,505,53587
E18481,113604,12526,13237,139367
E18482,149236,25884,10965,186085
E18483,104002,13942,2736,120680
E18484,54518,4175,557,59250
E18485,141258,11138,5096,157492
E18486,92687,7668,1451,101806
E18487,123916,13437,7930,145283
E18488,85480,9856,3185,98521
E18489,86717,16728,904,104349
E18490,165515,19464,10821,195800
E18491,99193,7574,14249,121016
E18492,148876,13884,27770,190530
E18493,72854,5655,1738,80247
E18494,54712,2925,612,58249
E18495,126981,10746,17432,155159
E18496,49974,5497,1588,57059
E18497,52994,2098,2485,57577
E18498,72160,2625,3494,78279
E18499,157543,18552,15980,192075
E18500,81399,17948,2995,102342
E18501,99951,12119,8884,120954
E18502,76359,7966,2434,86759
E18503,88869,21332,7829,118030
E18504,91408,14572,5646,111626
E18505,153482,21602,21474,196558
E18506,101629,10295,512,112436
E18507,134552,11647,14436,160635
E18508,194427,28654,4104,227185
E18509,119042,20292,9488,148822
E18510,144420,23251,7522,175193
E18511,85874,6658,15872,108404
E18512,113484,17943,3211,134638
E18513,68613,3731,75,72419
E18514,92806,7808,1740,102354
E18515,64565,9846,3143,77554
E18516,65084,7004,3158,75246
E18517,56119,2465,1907,60491
E18518,97044,8865,3909,109818
E18519,119414,16108,6977,142499
E18520,114987,4690,22579,142256
E18521,76132,6002,3040,85174
E18522,80357,7719,2684,90760
E18523,122443,17535,23183,163161
E18524,72831,7095,2530,82456
E18525,97518,12594,4256,114368
E18526,175212,16896,23555,215663
E18527,102224,10349,1367,113940
E18528,112895,5935,15246,134076
E18529,89557,14835,8682,113074
E18530,99449,11364,2517,113330
E18531,131189,20089,7936,159214
E18532,140483,16495,12990,169968
E18533,77057,2761,869,80687
E18534,112235,4884,7457,124576
E18535,86802,9657,2870,99329
E18536,66672,6976,1887,75535
E18537,221496,30745,28184,280425
E18538,236664,25294,45077,307035
E18539,82598,5861,2651,91110
E18540,104397,6762,10862,122021
E18541,117177,11580,4754,133511
E18542,100685,13953,5852,120490
E18543,103606,4997,10201,118804
E18544,84478,5630,1431,91539
E18545,76564,7606,2645,86815
E18546,119494,17558,5165,142217
E18547,80805,7148,4227,92180
E18548,57512,4315,1010,62837
E18549,82855,3893,3861,90609
E18550,166266,11652,24733,202651
E18551,72293,9179,4430,85902
E18552,163804,16428,19037,199269
E18553,86290,7260,3651,97201
E18554,131633,17285,3935,152853
E18555,78534,4668,1211,84413
E18556,81411,3961,2309,87681
E18557,87576,3749,13123,104448
E18558,95311,10414,1519,107244
E18559,110873,19282,18937,149092
E18560,119195,12361,11675,143231
E18561,138745,11580,7602,157927
E18562,55824,6506,1421,63751
E18563,78535,5659,3908,88102
E18564,145832,12319,14532,172683
E18565,91016,5791,1437,98244
E18566,79537,3668,1937,85142
E18567,66259,9883,2275,78417
E18568,79145,8674,5394,93213
E18569,104527,7552,2202,114281
E18570,65569,15747,1321,82637
E18571,100007,17926,7617,125550
E18572,69398,5423,646,75467
E18573,132717,18754,13257,164728
E18574,87057,14444,5554,107055
E18575,139503,15175,10708,165386
E18576,124492,6403,7773,138668
E18577,69830,2488,2631,74949
E18578,170128,27526,14392,212046
E18579,94598,16979,7492,119069
E18580,144077,15953,22769,182799
E18581,85339,17307,4253,106899
E18582,90436,3002,403,93841
E18583,76807,7746,10183,94736
E18584,73914,9507,2576,85997
E18585,71657,2967,690,75314
E18586,130894,17833,10764,159491
E18587,108937,7589,13906,130432
E18588,169648,18691,8459,196798
E18589,132233,18362,6482,157077
E18590,127660,19701,6288,153649
E18591,177474,22954,29502,229930
E18592,198065,31455,38446,267966
E18593,65072,4404,2134,71610
E18594,64768,8412,2434,75614
E18595,126613,17022,3760,147395
E18596,77686,4536,326,82548
E18597,65322,4096,1844,71262
E18598,66593,11769,2957,81319
E18599,87525,9584,1798,98907
E18600,111118,8837,837,120792
E18601,87811,3493,1953,93257
E18602,96689,9262,3837,109788
E18603,180781,23797,30153,234731
E18604,123144,8121,13483,144748
E18605,74289,6851,1787,82927
E18606,120932,11692,8525,141149
E18607,88846,8945,2275,100066
E18608,89053,18474,3513,111040
E18609,107159,5003,4147,116309
E18610,119041,12639,13765,145445
E18611,67931,3216,1167,72314
E18612,58387,5311,822,64520
E18613,61833,3902,2714,68449
E18614,186993,18327,17716,223036
E18615,72615,7893,5529,86037
E18616,89772,9424,3957,103153
E18617,59639,4315,738,64692
E18618,147954,13955,16676,178585
E18619,155771,13301,29810,198882
E18620,121961,14131,21255,157347
E18621,85408,11607,3603,100618
E18622,156183,8928,16291,181402
E18623,75702,5226,2302,83230
E18624,109619,4033,12510,126162
E18625,162766,6596,29433,198795
E18626,115710,15246,7391,138347
E18627,102149,25165,4403,131717
E18628,225432,23547,19914,268893
E18629,81183,17583,2780,101546
E18630,96903,6104,2001,105008
E18631,97599,3207,516,101322
E18632,83927,10456,4243,98626
E18633,119560,10275,12074,141909
E18634,84472,4275,1359,90106
E18635,87419,19907,6136,113462
E18636,96374,6074,10689,113137
E18637,107344,5400,7175,119919
E18638,92228,9232,972,102432
E18639,87363,3870,2218,93451
E18640,116766,20467,7164,144397
E18641,146621,15216,8143,169980
E18642,88228,9120,773,98121
E18643,74629,13248,2452,90329
E18644,85709,18073,1516,105298
E18645,62477,2650,1046,66173
E18646,69429,3385,162,72976
E18647,64744,3097,1255,69096
E18648,239797,22404,14101,276302
E18649,70632,3803,998,75433
E18650,108389,11445,7263,127097
E18651,172793,26741,30356,229890
E18652,91358,5260,906,97524
E18653,101483,15714,640,117837
E18654,86385,8303,3667,98355
E18655,69231,7209,2153,78593
E18656,120053,14695,11535,146283
E18657,88810,8584,2784,100178
E18658,116452,9458,17635,143545
E18659,147601,17608,15381,180590
E18660,103939,9578,16822,130339
E18661,82714,7975,2408,93097
E18662,83444,8833,663,92940
E18663,166510,15695,12207,194412
E18664,81404,5134,2619,89157
E18665,114589,14799,4786,134174
E18666,133180,12688,8459,154327
E18667,73490,4598,707,78795
E18668,151244,13870,17075,182189
E18669,77378,10645,3337,91360
E18670,131537,16856,20204,168597
E18671,90353,8462,5330,104145
E18672,84917,3419,10506,98842
E18673,77645,4896,1504,84045
E18674,152241,14528,22507,189276
E18675,199623,26473,15621,241717
E18676,65639,12750,1107,79496
E18677,114875,7613,17455,139943
E18678,81693,6761,2949,91403
E18679,86547,6367,3834,96748
E18680,108099,7109,10350,125558
E18681,156784,12921,27893,197598
E18682,127436,20968,22124,170528
E18683,114597,13260,5905,133762
E18684,96191,7473,3235,106899
E18685,77836,13001,2985,93822
E18686,145428,22753,2955,171136
E18687,74612,7605,1842,84059
E18688,139675,5931,26947,172553
E18689,150010,21246,14444,185700
E18690,93495,3512,15059,112066
E18691,64439,2199,2680,69318
E18692,92588,10600,1424,104612
E18693,98811,12618,5621,117050
E18694,142169,11851,28333,182353
E18695,69444,5450,2803,77697
E18696,141159,15332,3327,159818
E18697,80549,11660,1962,94171
E18698,121913,13721,8091,143725
E18699,116158,8269,2168,126595
E18700,138372,16338,5381,160091
E18701,76084,13016,3470,92570
E18702,87544,9957,16970,114471
E18703,77571,12109,1247,90927
E18704,124592,17075,6098,147765
E18705,83888,17657,1893,103438
E18706,130134,14511,4277,148922
E18707,67580,4952,1316,73848
E18708,89690,7080,2899,99669
E18709,140547,16700,12492,169739
E18710,108787,7013,3388,119188
E18711,123704,8274,10726,142704
E18712,110323,12161,9150,131634
E18713,90178,8086,4227,102491
E18714,142774,14149,7932,164855
E18715,90652,7726,17634,116012
E18716,91233,4724,13654,109611
E18717,71966,8276,2561,82803
E18718,89020,3316,2276,94612
E18719,237656,41109,19991,298756
E18720,137056,18513,13045,168614
E18721,81455,19596,3950,105001
E18722,77714,5781,3272,86767
E18723,79686,8507,1847,90040
E18724,67773,3240,580,71593
E18725,166443,19164,10562,196169
E18726,91301,10443,2303,104047
E18727,111816,17436,4967,134219
E18728,140311,11807,25048,177166
E18729,134884,22383,8565,165832
E18730,92504,15451,8664,116619
E18731,137762,12224,21876,171862
E18732,78730,7466,1780,87976
E18733,82077,14085,3050,99212
E18734,87168,8877,4219,100264
E18735,67227,5190,1892,74309
E18736,120060,15786,5418,141264
E18737,123370,17869,6137,147376
E18738,112529,11419,16098,140046
E18739,169122,23627,33109,225858
E18740,83850,9480,1979,95309
E18741,150287,25197,11529,187013
E18742,63382,6293,568,70243
E18743,75238,5387,2334,82959
E18744,171210,14579,27408,213197
E18745,92769,7013,1964,101746
E18746,69479,2123,2211,73813
E18747,150313,21989,12635,184937
E18748,178646,30648,21243,230537
E18749,154941,20435,26934,202310
E18750,106351,4823,8502,119676
E18751,64159,4578,286,69023
E18752,128132,3879,19792,151803
E18753,164439,34694,7413,206546
E18754,153124,22486,18867,194477
E18755,68905,10003,6294,85202
E18756,105135,7260,7985,120380
E18757,80408,12769,3108,96285
E18758,93345,13152,5651,112148
E18759,180921,31048,10311,222280
E18760,60908,3849,547,65304
E18761,100291,8016,12469,120776
E18762,65101,4632,731,70464
E18763,66563,5956,1183,73702
E18764,79528,14170,6001,99699
E18765,155439,21449,27533,204421
E18766,173240,20916,20116,214272
E18767,98300,8313,12422,119035
E18768,170511,14221,23628,208360
E18769,111377,18985,3740,134102
E18770,97917,4420,13671,116008
E18771,120648,21842,10222,152712
E18772,106295,16683,9737,132715
E18773,91995,9803,879,102677
E18774,66262,7730,2838,76830
E18775,119422,10296,10753,140471
E18776,131198,6378,21573,159149
E18777,66873,7118,2739,76730
E18778,132518,22278,7353,162149
E18779,187077,26799,36609,250485
E18780,83336,12972,6452,102760
E18781,214249,28588,18989,261826
E18782,234681,25038,12771,272490
E18783,109811,20701,963,131475
E18784,111787,13783,8905,134475
E18785,91589,8364,3948,103901
E18786,81325,6891,356,88572
E18787,104497,9757,7559,121813
E18788,97437,4594,1798,103829
E18789,141159,4529,19501,165189
E18790,60703,3778,2576,67057
E18791,116863,12538,6338,135739
E18792,150739,13300,11775,175814
E18793,103796,9448,6957,120201
E18794,92062,8694,4596,105352
E18795,70918,6355,2721,79994
E18796,114293,11807,2782,128882
E18797,138773,12010,10511,161294
E18798,61032,3917,2090,67039
E18799,121530,3758,13784,139072
E18800,87661,10263,2720,100644
E18801,105430,9973,2979,118382
E18802,72691,9871,2367,84929
E18803,79499,4599,1747,85845
E18804,123259,20931,7693,151883
E18805,90734,4804,1989,97527
E18806,70532,2702,8615,81849
E18807,88009,9302,4354,101665
E18808,81355,7549,4007,92911
E18809,185373,24890,19071,229334
E18810,118395,16034,18875,153304
E18811,95925,8816,8158,112899
E18812,80525,9017,3992,93534
E18813,158061,25645,17713,201419
E18814,88512,11948,5904,106364
E18815,97424,8567,1857,107848
E18816,93004,8409,728,102141
E18817,68618,7133,528,76279
E18818,81962,19396,3850,105208
E18819,78026,2752,2156,82934
E18820,64267,7338,3122,74727
E18821,120101,10752,13263,144116
E18822,133343,19897,7724,160964
E18823,140322,24251,11610,176183
E18824,180644,14883,11871,207398
E18825,195018,26676,32651,254345
E18826,92471,20896,4779,118146
E18827,70018,8353,2754,81125
E18828,69561,16784,1557,87902
E18829,85949,7273,3974,97196
E18830,102432,25570,4528,132530
E18831,131532,27422,11272,170226
E18832,92078,8568,3652,104298
E18833,97349,3776,3202,104327
E18834,77110,4375,3357,84842
E18835,53809,4439,2291,60539
E18836,123638,11472,10130,145240
E18837,85911,4136,2994,93041
E18838,110242,17738,9564,137544
E18839,93038,15590,7408,116036
E18840,143078,23633,7520,174231
E18841,99233,13272,6887,119392
E18842,142071,16194,13175,171440
E18843,81978,18551,3172,103701
E18844,117425,11365,18914,147704
E18845,144140,12077,9559,165776
E18846,93635,7032,1563,102230
E18847,77396,8055,3485,88936
E18848,81576,6626,1971,90173
E18849,85771,4643,2174,92588
E18850,105725,3329,8519,117573
E18851,73038,7499,2500,83037
E18852,125202,10651,419,136272
E18853,151454,7993,9385,168832
E18854,100266,3110,879,104255
E18855,85658,7452,1809,94919
E18856,122595,7869,24418,154882
E18857,151381,19147,17443,187971
E18858,132419,13019,14730,160168
E18859,101308,7976,2972,112256
E18860,69563,6963,2975,79501
E18861,112159,10653,8195,131007
E18862,197447,22713,16208,236368
E18863,110905,8492,17939,137336
E18864,147427,12025,4600,164052
E18865,132165,23272,23588,179025
E18866,147451,16668,5404,169523
E18867,112607,16487,10693,139787
E18868,168814,17108,15195,201117
E18869,99646,9346,5285,114277
E18870,103143,24055,9441,136639
E18871,67131,7302,5692,80125
E18872,188970,12074,22126,223170
E18873,80327,5270,2791,88388
E18874,195571,19814,14664,230049
E18875,126351,19263,7928,153542
E18876,125532,10263,7286,143081
E18877,163515,17985,18254,199754
E18878,73960,9830,2323,86113
E18879,116884,13319,8205,138408
E18880,172022,22271,18158,212451
E18881,144688,18408,3914,167010
E18882,119475,21286,8516,149277
E18883,160343,13413,10055,183811
E18884,71635,11572,839,84046
E18885,188747,20483,32180,241410
E18886,138162,19030,7590,164782
E18887,92694,7341,4634,104669
E18888,64861,4912,2498,72271
E18889,91880,22195,4816,118891
E18890,204024,26609,13562,244195
E18891,76004,10200,1631,87835
E18892,110875,4882,7816,123573
E18893,94143,16095,7079,117317
E18894,92268,11054,485,103807
E18895,139135,11591,26644,177370
E18896,111113,10605,12052,133770
E18897,101649,16576,2299,120524
E18898,137953,22925,11904,172782
E18899,129928,14899,13345,158172
E18900,51674,1640,1731,55045
E18901,180299,19061,16059,215419
E18902,98417,15999,2431,116847
E18903,103781,7044,5434,116259
E18904,116136,20530,3638,140304
E18905,115998,14124,4506,134628
E18906,71472,8229,1873,81574
E18907,81590,5903,3920,91413
E18908,102416,15585,6514,124515
E18909,78293,4415,3364,86072
E18910,53736,4267,536,58539
E18911,155375,17488,14209,187072
E18912,118275,10754,18592,147621
E18913,164558,16913,31674,213145
E18914,124197,7727,22482,154406
E18915,183308,15958,32544,231810
E18916,77106,4421,282,81809
E18917,104733,11302,7741,123776
E18918,94595,6076,9094,109765
E18919,113007,16066,4596,133669
E18920,97872,5871,2218,105961
E18921,133876,16527,11966,162369
E18922,96724,3084,6139,105947
E18923,109760,10208,5072,125040
E18924,85420,8803,15265,109488
E18925,151534,24656,13938,190128
E18926,154324,20827,7276,182427
E18927,128131,15695,3083,146909
E18928,110892,5184,17681,133757
E18929,96748,8614,7330,112692
E18930,95789,13187,4179,113155
E18931,78373,5383,1559,85315
E18932,94967,18253,4988,118208
E18933,139713,24509,23784,188006
E18934,100564,4246,2489,107299
E18935,147720,26067,3612,177399
E18936,135173,18522,9198,162893
E18937,138633,14540,13312,166485
E18938,75147,13479,3546,92172
E18939,63148,7171,653,70972
E18940,121138,19367,3505,144010
E18941,69283,4933,887,75103
E18942,93513,13147,8430,115090
E18943,99545,8702,17994,126241
